attack,level,dt_level,mal_nodes,method,seed,polluted_acc,polluted_f1,clean_acc,clean_f1,w_mal
label_flip,L1,D0,5,weighted_nogate,2,0.6392449140548706,0.5900093769021322,0.7908734679222107,0.7431529475731373,0.08928548564383765
label_flip,L1,D0,5,weighted_nogate,3,0.6436728239059448,0.5793460112862064,0.7803285121917725,0.7189444512082461,0.08499872869274633
label_flip,L1,D0,5,weighted_nogate,4,0.6380797028541565,0.579634321790284,0.7962859272956848,0.7425151246174644,0.07508071477614041
dt_logit_scale,,D0,0,weighted_full,0,0.8112328052520752,0.7750471819002998,0.8123367428779602,0.7727403892433653,0.0
dt_logit_scale,,D0,0,weighted_full,1,0.7916569709777832,0.7452773284670187,0.792833149433136,0.744058277481058,0.0
dt_logit_scale,,D0,0,weighted_full,2,0.8000466227531433,0.7619285397243212,0.803658127784729,0.7632747667597135,0.0
dt_logit_scale,,D0,0,weighted_full,3,0.7979491949081421,0.7557261396480038,0.8015117645263672,0.7583467445648563,0.0
dt_logit_scale,,D0,0,weighted_full,4,0.801677942276001,0.7636080046361489,0.802538275718689,0.7620572207994547,0.0
dt_logit_scale,,D0,0,weighted_r4only,0,0.8109997510910034,0.7746187057996119,0.8121500611305237,0.7724284558497276,0.0
dt_logit_scale,,D0,0,weighted_r4only,1,0.7914239168167114,0.7449303644272167,0.7929264903068542,0.7440962659685435,0.0
dt_logit_scale,,D0,0,weighted_r4only,2,0.8000466227531433,0.7619285397243212,0.803658127784729,0.763186688277302,0.0
dt_logit_scale,,D0,0,weighted_r4only,3,0.7979491949081421,0.7557261396480038,0.8014184832572937,0.758256345348948,0.0
dt_logit_scale,,D0,0,weighted_r4only,4,0.801677942276001,0.7636080046361489,0.8026316165924072,0.7621917275246759,0.0
dt_logit_scale,,D0,0,weighted_r2only,0,0.8107666969299316,0.7742903828289822,0.8123367428779602,0.7725685845537483,0.0
dt_logit_scale,,D0,0,weighted_r2only,1,0.7911908626556396,0.7445831975883759,0.7929264903068542,0.7440962659685435,0.0
dt_logit_scale,,D0,0,weighted_r2only,2,0.8000466227531433,0.7618227008894212,0.803658127784729,0.7630542981855358,0.0
dt_logit_scale,,D0,0,weighted_r2only,3,0.7979491949081421,0.7557261396480038,0.8014184832572937,0.7581169232722615,0.0
dt_logit_scale,,D0,0,weighted_r2only,4,0.8019109964370728,0.7638331173259562,0.8023516535758972,0.7617881174788532,0.0
dt_logit_scale,,D0,0,weighted_nogate,0,0.8109997510910034,0.7747192617625112,0.8121500611305237,0.7724714319969972,0.0
dt_logit_scale,,D0,0,weighted_nogate,1,0.7914239168167114,0.7449303644272167,0.7929264903068542,0.7441993120202678,0.0
dt_logit_scale,,D0,0,weighted_nogate,2,0.8005127310752869,0.7625888604144571,0.8035647869110107,0.7632282498295958,0.0
dt_logit_scale,,D0,0,weighted_nogate,3,0.7977161407470703,0.7553870710290427,0.8014184832572937,0.758256345348948,0.0
dt_logit_scale,,D0,0,weighted_nogate,4,0.8014448881149292,0.7632774305431947,0.8023516535758972,0.7617881174788532,0.0
dt_logit_scale,,D0,3,weighted_full,0,0.8079701662063599,0.7984411526217062,0.816069483757019,0.8062965118523671,0.05324899671104149
dt_logit_scale,,D0,3,weighted_full,1,0.7998135685920715,0.7577528449652225,0.8020716905593872,0.757575115026253,0.11982417340514832
dt_logit_scale,,D0,3,weighted_full,2,0.8051736354827881,0.768850359036784,0.8064576387405396,0.7666501265492542,0.11375625083222086
dt_logit_scale,,D0,3,weighted_full,3,0.8049405813217163,0.766660709040166,0.8126166462898254,0.7741598394227968,0.08047567499426474
dt_logit_scale,,D0,3,weighted_full,4,0.8147284984588623,0.7941067990570139,0.8134565353393555,0.7910231481641337,0.05256854369839267
dt_logit_scale,,D0,3,weighted_r4only,0,0.81379634141922,0.7801814669831845,0.814109742641449,0.7766615017458514,0.13647900261387944
dt_logit_scale,,D0,3,weighted_r4only,1,0.7963178753852844,0.7518174608589898,0.7960060238838196,0.748180712031828,0.13892879238924008
dt_logit_scale,,D0,3,weighted_r4only,2,0.7932882905006409,0.7687414666791537,0.7974057793617249,0.7732591707968113,0.11636258666026782
dt_logit_scale,,D0,3,weighted_r4only,3,0.8014448881149292,0.7593302093071306,0.8064576387405396,0.7635704389322409,0.1295869228150677
dt_logit_scale,,D0,3,weighted_r4only,4,0.8093684315681458,0.7848329070900079,0.817095935344696,0.7918190026945187,0.11269113087728164
dt_logit_scale,,D0,3,weighted_r2only,0,0.7152178883552551,0.6019480519476268,0.7206047177314758,0.6045055521843934,0.30007942438352864
dt_logit_scale,,D0,3,weighted_r2only,1,0.7695176005363464,0.7003143952573887,0.7708100080490112,0.6976961892698152,0.3000836644056778
dt_logit_scale,,D0,3,weighted_r2only,2,0.7590305209159851,0.6867697473196854,0.7630646228790283,0.6873663154897032,0.3000098489362421
dt_logit_scale,,D0,3,weighted_r2only,3,0.7587974667549133,0.6849015973988838,0.7675439119338989,0.6941641191849411,0.3000606403677956
dt_logit_scale,,D0,3,weighted_r2only,4,0.7932882905006409,0.740728731502406,0.7943262457847595,0.7384215001921262,0.30010183044966837
