FPR,TPR
0.5936883629191322,1.0
0.6153846153846154,1.0
0.6173570019723866,1.0
0.6548323471400395,1.0
0.6568047337278107,1.0
0.6607495069033531,1.0
0.6627218934911243,1.0
0.6923076923076923,1.0
0.6942800788954635,1.0
0.6972386587771203,1.0
0.6992110453648915,1.0
0.7130177514792899,1.0
0.7149901380670611,1.0
0.7169625246548323,1.0
0.7189349112426036,1.0
0.7800788954635108,1.0
0.782051282051282,1.0
0.7909270216962525,1.0
0.7928994082840237,1.0
0.8106508875739645,1.0
0.8126232741617357,1.0
0.8471400394477318,1.0
0.849112426035503,1.0
0.8826429980276134,1.0
0.8846153846153846,1.0
0.9181459566074951,1.0
0.9201183431952663,1.0
1.0,1.0
