attack,level,dt_level,mal_nodes,is_malicious,method,node_id,R2_m,R3_m,R4_m,Rep_m,pi_m,KL_q_p_m,passed_gate_m,R2_s,R3_s,R4_s,Rep_s,pi_s,KL_q_p_s,passed_gate_s,count
label_flip,L1,D0,5,1,weighted,4,0.731058578630005,1.0,0.4995308156244055,2.153622089152694,2.153622089152694,0.7027141988277436,0.1,1.1102230246251565e-16,0.0,0.06675075324934329,3.0010433267808057,3.0010433267808057,0.13023063463210574,0.30000000000000004,10
stealth_amp,,D0,3,0,weighted,3,0.731058578630005,1.0,0.7191134665263139,85.8566756923201,85.8566756923201,0.33023454546928405,0.5,1.1102230246251565e-16,0.0,0.02256416337056029,36.38720938216472,36.38720938216472,0.03167291323178516,0.5,10
stealth_amp,,D0,3,0,weighted,4,0.731058578630005,1.0,0.7206827026800635,89.33893658648314,89.33893658648314,0.3281118839979172,0.5,1.1102230246251565e-16,0.0,0.023817153204112727,37.803578429735936,37.803578429735936,0.03347911897413617,0.5,10
stealth_amp,,D0,3,0,weighted,5,0.731058578630005,1.0,0.7143078903469634,79.18510593842134,79.18510593842134,0.3370083302259445,0.5,1.1102230246251565e-16,0.0,0.02399093952458296,38.19401342130715,38.19401342130715,0.03372811669460119,0.5,10
stealth_amp,,D0,3,0,weighted,6,0.731058578630005,1.0,0.7170637570704078,78.80878332626646,78.80878332626646,0.3328992068767548,0.5,1.1102230246251565e-16,0.0,0.01761520309675493,22.670351274481387,22.670351274481387,0.024988517283698542,0.5,10
stealth_amp,,D0,3,0,weighted,7,0.731058578630005,1.0,0.7121834408777482,72.10642073273439,72.10642073273439,0.33978882133960725,0.5,1.1102230246251565e-16,0.0,0.019169263557766943,23.328435854347095,23.328435854347095,0.027295283180926284,0.5,10
stealth_amp,,D0,3,0,weighted,8,0.731058578630005,1.0,0.7188980750959804,85.72478556673491,85.72478556673491,0.3305227130651474,0.5,1.1102230246251565e-16,0.0,0.022377632990502914,38.18570685706229,38.18570685706229,0.03125243783927372,0.5,10
stealth_amp,,D0,3,0,weighted,9,0.731058578630005,1.0,0.7198988592652983,84.79475999152454,84.79475999152454,0.32902246713638306,0.5,1.1102230246251565e-16,0.0,0.019595634407153183,28.110175836313562,28.110175836313562,0.027630027634931466,0.5,10
stealth_amp,,D0,3,1,weighted,0,0.731058578630005,1.0,0.0007358500774774554,5.310084873278952e-08,5.310084873278952e-08,8.948330688476563,0.0,1.1102230246251565e-16,0.0,0.0013309838309457074,9.79218494510054e-08,9.79218494510054e-08,1.7373551965565441,0.0,10
stealth_amp,,D0,3,1,weighted,1,0.731058578630005,1.0,0.001737253817411796,1.3377382024789748e-07,1.3377382024789748e-07,7.514615201950074,0.0,1.1102230246251565e-16,0.0,0.0028274991950741225,2.2642686787852075e-07,2.2642686787852075e-07,1.402873280905351,0.0,10
