attack_mode,attack,level,dt_level,mal_nodes,method,seed,tau_gate,lambda_m,ref_size,audit_size,skipped,skip_reason,polluted_acc,polluted_f1,clean_acc,clean_f1,w_mal,w_mal_round_mean,S_DT,S_DT_ratio,valid_ratio,fallback_rate,fallback_flag_first,fallback_flag_final,fallback_method,skip_semantic,num_masked,num_valid,benign_pass_rate,malicious_pass_rate,benign_admitted_weight_mass,uses_dt,method_detail,mimic_loss,poison_loss,final_kl_to_teacher,exp_group
label_flip,label_flip,L1,D0,3,weighted_r4only,3,0.7,0.0,128,0,False,,0.6674435138702393,0.6032516706234808,0.7786487340927124,0.7157771233290355,0.09390687065046527,0.12832155641763873,82.65809631347656,0.6457663774490356,0.6484375,0.0,0.0,0.0,none,0,45.0,83.0,0.0,0.0,0.8716784435823612,False,weighted,nan,nan,nan,base
label_flip,label_flip,L1,D0,3,weighted_r4only,4,0.7,0.0,128,0,False,,0.6795618534088135,0.6272118112966292,0.802818238735199,0.7555297145641036,0.11979861832105755,0.1339740072418567,86.80510711669922,0.6781648993492126,0.6796875,0.0,0.0,0.0,none,0,41.0,87.0,0.0,0.0,0.8660259927581433,False,weighted,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,mean,0,0.7,0.0,128,0,False,,0.5623397827148438,0.35993436754153557,0.649776041507721,0.3938571186150674,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,mean,1,0.7,0.0,128,0,False,,0.4381263256072998,0.3046507859339964,0.35022395849227905,0.2593821273064635,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,mean,2,0.7,0.0,128,0,False,,0.4504777491092682,0.31057197943423304,0.35022395849227905,0.2593821273064635,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,mean,3,0.7,0.0,128,0,False,,0.552318811416626,0.35580243206702783,0.649776041507721,0.3938571186150674,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,mean,4,0.7,0.0,128,0,False,,0.43532976508140564,0.3032959896084913,0.35022395849227905,0.2593821273064635,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,median,0,0.7,0.0,128,0,False,,0.5623397827148438,0.35993436754153557,0.649776041507721,0.3938571186150674,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,median,1,0.7,0.0,128,0,False,,0.4381263256072998,0.3046507859339964,0.35022395849227905,0.2593821273064635,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,median,2,0.7,0.0,128,0,False,,0.5092053413391113,0.5066801569037735,0.5294886231422424,0.5289803867794387,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,median,3,0.7,0.0,128,0,False,,0.552318811416626,0.35580243206702783,0.649776041507721,0.3938571186150674,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,median,4,0.7,0.0,128,0,False,,0.43532976508140564,0.3032959896084913,0.35022395849227905,0.2593821273064635,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,trimmed_mean,0,0.7,0.0,128,0,False,,0.5623397827148438,0.35993436754153557,0.649776041507721,0.3938571186150674,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,trimmed_mean,1,0.7,0.0,128,0,False,,0.4381263256072998,0.3046507859339964,0.35022395849227905,0.2593821273064635,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,trimmed_mean,2,0.7,0.0,128,0,False,,0.4504777491092682,0.31057197943423304,0.35022395849227905,0.2593821273064635,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,trimmed_mean,3,0.7,0.0,128,0,False,,0.552318811416626,0.35580243206702783,0.649776041507721,0.3938571186150674,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,trimmed_mean,4,0.7,0.0,128,0,False,,0.43532976508140564,0.3032959896084913,0.35022395849227905,0.2593821273064635,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,weighted,0,0.7,0.0,128,0,False,,0.6236308813095093,0.5734329104753297,0.805524468421936,0.7602672211010175,0.07993822187903964,0.13253884895364712,74.78336334228516,0.5842450261116028,0.5859375,0.0,0.0,0.0,none,0,53.0,75.0,0.0,0.0,0.8674611510463528,False,weighted,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,weighted,1,0.7,0.0,128,0,False,,0.5965975522994995,0.5336954423416266,0.7595185041427612,0.6949871939961859,0.24657255502073028,0.2202341596085923,91.8355484008789,0.7174652218818665,0.71875,0.0,0.0,0.0,none,0,36.0,92.0,0.0,0.0,0.7797658403914077,False,weighted,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,weighted,2,0.7,0.0,128,0,False,,0.6073176264762878,0.5591785175386332,0.7895669937133789,0.7409840045593056,0.15459102017071394,0.1561158596833893,76.78043365478516,0.599847137928009,0.6015625,0.0,0.0,0.0,none,0,51.0,77.0,0.05333333333333334,0.0,0.8438841403166106,False,weighted,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,weighted,3,0.7,0.0,128,0,False,,0.6061524152755737,0.5571791568715918,0.7878872752189636,0.7370715087090929,0.07701911458025008,0.10861585863935273,86.77936553955078,0.6779637932777405,0.6796875,0.0,0.0,0.0,none,0,41.0,87.0,0.0,0.0,0.8913841413606473,False,weighted,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,weighted,4,0.7,0.0,128,0,False,,0.6185038685798645,0.5607449436557038,0.8017917275428772,0.7511007180645255,0.09269174584453688,0.17118216902053388,82.8746337890625,0.6474580764770508,0.6484375,0.0,0.0,0.0,none,0,45.0,83.0,0.0,0.0,0.828817830979466,False,weighted,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,weighted_r2only,0,0.7,0.0,128,0,False,,0.5623397827148438,0.35993436754153557,0.649776041507721,0.3938571186150674,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,weighted,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,weighted_r2only,1,0.7,0.0,128,0,False,,0.4381263256072998,0.3046507859339964,0.35022395849227905,0.2593821273064635,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,weighted,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,weighted_r2only,2,0.7,0.0,128,0,False,,0.4504777491092682,0.31057197943423304,0.35022395849227905,0.2593821273064635,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,weighted,nan,nan,nan,base
label_flip,label_flip,L1,D0,5,weighted_r2only,3,0.7,0.0,128,0,False,,0.552318811416626,0.35580243206702783,0.649776041507721,0.3938571186150674,0.5,0.5,nan,nan,nan,0.0,0.0,0.0,none,0,0.0,0.0,nan,nan,nan,False,weighted,nan,nan,nan,base
